timestamp,feed_rate,crude_type,crude_api,furnace_cot,column_top_temp,column_top_pressure,reflux_ratio,stripping_steam,naphtha_yield,kerosene_yield,gasoil_yield,residue_yield
2024-01-01 00:00:00,1325.0,lourd,27.06022249973281,365.5570395183908,119.96338922639187,1.8,2.4,3.2,0.14933498367057793,0.16977088555034747,0.29909845069744684,0.3817956800816278
2024-01-01 01:00:00,1317.9801072828766,lourd,26.834676070538592,365.2562243703041,120.10851633472177,1.8046229111821712,2.415820101331903,3.1395901420718078,0.14958195861612447,0.16898815931821992,0.2991566043295155,0.38227327773614
2024-01-01 02:00:00,1318.6965083821028,lourd,26.96861667676663,365.73114278796714,120.55437799245027,1.8244911773703683,2.356303130595472,3.059622245315017,0.14961382699505332,0.17161513366415604,0.30155204627546794,0.3772189930653228
2024-01-01 03:00:00,1319.4129094813293,lourd,26.89416264465718,365.2322791497044,119.26703328765589,1.8231282026455515,2.4568716220893467,3.2426917121972094,0.15032738560478576,0.1668882935907427,0.2985079614191972,0.3842763593852743
2024-01-01 04:00:00,1320.1293105805555,lourd,27.13849844671412,364.996181493513,118.40522120953044,1.794467795033983,2.570033640127158,3.3034555438062214,0.15256650576216585,0.16545499921778362,0.2966870783495983,0.38529141667045225
2024-01-01 05:00:00,1320.8457116797817,lourd,26.862362252254975,364.37435376869814,118.47706277744574,1.8027936469562889,2.5010635763961555,3.1847815936806936,0.1493123815096228,0.16430654788573046,0.2936085528354744,0.39277251776917244
2024-01-01 06:00:00,1321.5621127790082,lourd,27.31843827776537,364.56536709580746,117.8955785503408,1.7604676950911518,2.5291628084617845,3.1698487972308302,0.15033119893018496,0.16399155617310704,0.2942910881135238,0.3913861567831843
2024-01-01 07:00:00,1322.2785138782344,lourd,27.173782353213298,364.69503230065123,118.27401383216063,1.7667605041776797,2.4845656356243984,3.1665073958091763,0.14971397157734695,0.16651156293169125,0.2947124756584261,0.3890619898325357
2024-01-01 08:00:00,1322.9949149774607,lourd,26.81625795916209,365.0021683070774,119.32795468641869,1.7816614230763437,2.520177759977543,3.104346119748072,0.1511123152955996,0.16641978790049433,0.29797741270856204,0.3844904840953441
2024-01-01 09:00:00,1323.711316076687,lourd,27.245764137355938,365.2319649549238,119.20621929449322,1.781963918282908,2.4871534316407424,3.1790092463137842,0.15126032564607486,0.16743160335515933,0.29933466496884154,0.3819734060299243
2024-01-01 10:00:00,1324.4277171759134,lourd,27.109476015845512,365.69214924222075,117.7486789117049,1.7994653887346692,2.4236895526211693,3.170144277055049,0.1499818258998898,0.17011134036722694,0.3007671232592054,0.37913971047367784
2024-01-01 11:00:00,1325.1441182751396,lourd,26.97740648720112,366.93257119485804,118.12026142763777,1.767789028189623,2.4392934524767464,3.177016372246224,0.15390417655062746,0.1734795741467824,0.30700656655781894,0.3656096827447711
2024-01-01 12:00:00,1325.8605193743658,lourd,27.101360809547476,367.2626114691738,117.99848497441646,1.8254144516676176,2.3324244274367305,3.0834625056750795,0.15258227920387946,0.17491874962448972,,0.36238864963055833
2024-01-01 13:00:00,1326.5769204735923,lourd,27.138698100124618,365.942555570443,118.6729759366815,1.8007069723815194,2.335660557909895,3.045288270425686,0.14982355617633905,0.1723718563033718,0.3016455812424371,0.3761590062778521
2024-01-01 14:00:00,1327.2933215728185,lourd,26.88625166952202,365.76329303277015,120.89383380158179,1.7380792314202376,2.322623108943694,2.9715731849874762,0.1480043566210542,0.1724964051842248,0.30061584573008376,0.37888339246463726
2024-01-01 15:00:00,1328.0097226720447,lourd,27.125244426088344,365.72599923555805,119.93687898388856,1.7135336964292063,2.3752425629013354,3.235695119538968,0.1496686419407463,0.17031276441529133,0.30084928880662687,0.37916930483733563
2024-01-01 16:00:00,1328.7261237712712,lourd,26.935091519486118,364.76207268568055,119.279423663596,1.7925743643962713,2.39278755896678,2.9967107833139366,0.14790850003605824,0.16808333545878124,0.2952111884900435,0.38879697601511704
2024-01-01 17:00:00,1329.4425248704974,lourd,27.122139430355627,365.3240825879291,119.6054731265873,1.819477362579166,2.39543034170203,2.9593410343539492,0.14920469418237237,0.16869896426175068,0.29810698567449434,0.38398935588138255
2024-01-01 18:00:00,1330.1589259697237,lourd,26.97953769659345,366.4162600423049,120.41881909863855,1.7871086516279386,2.4627687512789467,2.9834739626691307,0.15334925486797613,0.17089608290650798,,0.37151633298345693
2024-01-01 19:00:00,1330.87532706895,lourd,26.848899210267497,365.8279625357129,122.20853385256206,1.8165840151751402,2.5167858866297,2.9603054903652923,0.1520291516675007,0.16831306981149688,0.3008988710267882,0.3787589074942142
2024-01-01 20:00:00,1331.5917281681764,lourd,,366.5645998214342,121.60379458715035,1.8456118996804374,2.5711224807931825,3.0084633862028345,0.15523490946224752,,0.30472807366522303,0.3703650249476516
2024-01-01 21:00:00,1332.3081292674026,lourd,26.94319407912034,367.12839367053334,120.65519804479685,1.8061962476785673,2.4792640805405206,2.9521368901200487,0.1550517139756503,0.17282213443467154,0.309414963738808,0.3627111878508702
2024-01-01 22:00:00,1333.0245303666288,lourd,27.023181380150074,367.16767116487165,119.87161620822594,1.8348605438145376,2.523078997469675,3.006666864350156,0.1564619060961676,0.17234775636952004,0.307334699947088,0.3638556375872243
2024-01-01 23:00:00,1333.7409314658553,lourd,27.061329078024393,367.53765741552496,119.48541925318686,1.8214782598962802,2.628441656526503,,0.1597910410025039,0.1714977700770273,0.3077003545689724,0.3610108343514965
2024-01-02 00:00:00,1334.4573325650815,lourd,27.22038993707451,366.92097442186133,119.30980874971806,1.8360789501676504,2.4861644328261434,2.96657136244395,0.15499851363876474,0.17292700762192675,0.3061147590519762,0.3659597196873324
2024-01-02 01:00:00,1321.263055701588,lourd,26.93463223595054,367.50286648066793,119.52702724875137,1.8555155041691522,2.385717331179757,2.9426849838761857,0.15573651643321115,0.17636932701855884,0.3078773167527794,0.36001683979545057
2024-01-02 02:00:00,1325.0429899189937,lourd,26.872783046201384,368.1073124688486,119.5979861694887,1.8724695341597744,2.5239618965296575,2.9278930929080182,0.15869279445355383,0.17480629500524272,0.3124208471207744,0.3540800634204291
2024-01-02 03:00:00,1327.5075878575017,lourd,27.246870373358327,368.1900534768064,118.48269057148349,1.8603963975216438,2.5454330536359433,3.0943679028332904,0.15902472508569188,0.17425506241187197,0.3119220828444829,0.35479812965795315
2024-01-02 04:00:00,1330.1681535928994,lourd,27.00047745291819,368.1632176925735,117.25120140612506,1.8346084517420398,2.487692040843467,3.1314890312529777,0.15759472428357468,0.17573159321479617,0.3130742683211734,0.3535994141804558
2024-01-02 05:00:00,1332.8177876835578,lourd,26.918228103204676,367.47925814652547,117.42393706372215,1.8437534492028194,2.387577436077195,3.060541562230106,0.15400970737664652,0.17591605291927354,0.30832691767409554,0.36174732202998444
2024-01-02 06:00:00,1346.8830196052554,lourd,27.054345957616764,367.89383666200877,,1.859077774793586,2.3394481281910977,3.084987825926493,0.15457964682123987,0.1784412314092254,0.31012615302727625,0.35685296874225847
2024-01-02 07:00:00,1343.0455672643964,lourd,26.948456577924627,367.7160325763726,116.75062515325362,1.864361736896323,2.1891840696425353,2.9651700208267804,0.150649187338683,0.18096948771489496,0.3105483658924204,0.3578329590540016
2024-01-02 08:00:00,1338.6856504799437,lourd,26.959836136985217,367.462009677513,117.8636190157961,1.8564121565005394,2.230612044873609,3.1291448174093603,0.1506801228545411,0.17808290494332898,0.3095538608459736,0.3616831113561565
2024-01-02 09:00:00,1332.5084020402733,lourd,27.386050967225284,367.8766974071838,118.6630957246385,1.8669015607061876,2.3114235633923035,3.172740838521903,0.1546889702283304,0.17825270765271578,0.30952939742332514,0.3575289246956287
2024-01-02 10:00:00,1336.2908430406442,lourd,26.851798265084827,367.51850327065324,118.46322518966754,1.8210744659970337,2.4213932220592236,,0.1552758599856861,0.1745752422827073,0.30979703949491777,0.36035185823668875
2024-01-02 11:00:00,1343.346863864478,lourd,26.784290003273863,366.93891100696516,119.52720110075015,,2.281776745954032,3.19992146121645,0.15147326935618602,0.17568767901514354,0.3075636652357088,0.3652753863929616
2024-01-02 12:00:00,1341.660375332084,lourd,27.183829818140488,367.48164060292333,120.54509455910127,1.8279386932559962,2.333178306318137,3.1758268665793254,0.15307419877038672,0.17692772236944554,0.3092352023370235,0.36076287652314426
2024-01-02 13:00:00,1335.1563003459826,lourd,26.943119668625222,366.42272426609526,121.71607960658572,1.8518123646238245,2.344198288525613,3.087397645233655,0.1512385631615365,0.1737418293389607,0.3032970009139799,0.37172260658552286
2024-01-02 14:00:00,1329.0832371227675,lourd,27.04786473600554,366.7908552920869,122.94146160300984,1.8504764776655263,2.404706482475739,3.0546726998655878,0.15301270132924805,0.1728898284728336,0.30691109660829796,0.3671863735896205
2024-01-02 15:00:00,1333.2705765844457,lourd,27.09573520989419,365.9541514811404,122.4578036253841,1.8598796656394758,2.222856679830083,3.1667443097207753,0.14829475708842063,0.17415985828384828,0.3022126644298541,0.37533272019787706
2024-01-02 16:00:00,1337.8740134108466,lourd,26.73752697191419,364.8368084325165,123.20536332596217,1.867892786556731,2.2346884808636727,3.1724888442918844,0.14458074590823053,0.17219046327238133,0.29488238717413423,0.3883464036452539
2024-01-02 17:00:00,1340.8966040513644,lourd,27.17108902126886,365.2893677563627,122.60493652290589,1.8521556956101337,2.1661492236387154,3.207028725075241,0.14459640514430433,0.1739432271644203,0.2978266569223764,0.3836337107688989
2024-01-02 18:00:00,1335.6095833245977,lourd,26.915795457545062,365.5061425391221,123.43195855763025,1.828919936634138,2.1034919273732515,3.3080959769729406,0.14440447865400888,0.17656464681011816,0.298725961128121,0.3803049134077519
2024-01-02 19:00:00,1336.646193089068,lourd,27.284830105180994,365.13167795451903,122.87055718379284,1.8484820287461163,2.262978913054195,3.3726354888512784,0.1464798904420632,0.17237510244633247,0.2976719113653381,0.3834730957462663
2024-01-02 20:00:00,1336.8515126463144,lourd,26.88056179610672,364.47300638895376,122.59557394034132,1.8514173720225904,2.3987674366982934,3.3079013441839082,0.14746993753522963,0.1666497114819054,0.29513117947287065,0.3907491715099944
2024-01-02 21:00:00,1337.7350850419195,lourd,27.23485831613542,364.7635140894697,121.42804067600792,1.8529030989820496,2.413369592200894,3.369836905026062,0.14879896066216597,0.16702734237693137,0.296018364275663,0.38815533268523955
2024-01-02 22:00:00,1342.980475040974,lourd,27.262008037865616,364.54689047416855,120.36821680074449,1.8697450513634137,2.2608462196440455,3.3679959059278235,0.14531728190203644,0.1699143440486172,0.29540707783498316,0.38936129621436333
