timestamp,naphtha_feed,coil_outlet_temp,steam_to_oil_ratio,residence_time,ethylene_yield,propylene_yield,c4_yield,pygas_yield,coke_thickness,tube_metal_temp
2024-01-01 00:00:00,210.0,840.0,0.45,0.35,0.2665812000990031,0.16905256571978988,0.09035723395612347,0.15885151834756242,0.000608499820689791,1013.4320741909736
2024-01-01 01:00:00,212.56634142027312,842.2635221394265,0.46713228971669096,0.3534610841466831,0.27573742430253545,0.17000650653249488,0.0905121566841085,0.14886377618297986,0.008386397817317377,1028.7091155051273
2024-01-01 02:00:00,211.56891366466206,840.0793194837526,0.49036152108294717,0.3537716772021458,0.2607983989308815,0.16680163696372075,0.09678452357004128,0.15106879886990437,0.0,1013.8738345498671
2024-01-01 03:00:00,211.31170069042028,841.3128738113387,0.46403825292228196,0.3477351231058234,0.2681294994692421,0.1680040571950048,0.09715665039956517,0.14542557586118499,0.0012834160927648196,1019.1124415236266
2024-01-01 04:00:00,215.05738035434004,841.7125136151442,0.4877701145817574,0.3482724328328993,0.2690705889885753,0.1704729617891756,0.09237546562964091,0.15253428720133497,0.0,1015.3413761457715
2024-01-01 05:00:00,214.73160621763566,836.0990356469379,0.5199189218798876,0.3444266139405365,0.23663313268020536,0.16602730459675197,0.10115166463093696,0.1557431822636305,0.0,1021.6760716797417
2024-01-01 06:00:00,214.60176671251742,834.8966768812276,0.518749990552467,0.34538248158231555,0.22827416740743428,0.15812099558796328,0.10439264997164828,0.15845368736263962,0.01394519503431996,1014.3586404582284
2024-01-01 07:00:00,215.63186232826286,837.7865318248571,0.5070576111745061,0.3371524381261547,0.25435462390845376,0.16954532465810637,0.1031638692163935,0.1532899464084914,0.00697438659109793,1015.8975103356365
2024-01-01 08:00:00,215.3982831787958,840.9195508757086,0.4854622925035814,0.3319519423242596,0.2608956120023429,0.17230565036881948,0.0862352219345655,0.15369380330401328,0.007858458292347407,1025.1304241947896
2024-01-01 09:00:00,218.85017008884924,847.2389209905289,0.47183539939565483,0.3348230060302949,0.291110127664836,0.1466512942335335,0.09256801342362889,0.14601077261821202,0.01797459094091112,1020.4022069531289
2024-01-01 10:00:00,221.3880751868606,845.1689917164695,0.4559845258308244,0.3483527579892903,0.2913540881972942,0.1623230279440026,0.09156610288104405,0.1448424754055755,0.010414409262790237,1023.6838654592299
2024-01-01 11:00:00,221.28671246672084,842.904835912266,0.44786956142418655,0.3527569359559609,0.2749682741326693,0.1689456915151358,0.0924652379227686,0.1462073898189267,0.01535674788505708,1022.5187248470004
2024-01-01 12:00:00,221.51212221413493,844.337391510993,0.450094419161521,0.34339391073743286,0.2833961278923167,0.1592024440979599,0.08972597816482279,0.1476101265482598,0.026343775392890983,1025.3397495041688
2024-01-01 13:00:00,222.05079303646428,843.9330522318426,0.41550302782053333,0.3459561344319446,0.2875577000952975,0.16355420028463036,0.0940011969937712,0.1467519367706758,0.02805583607123089,1018.8938673762214
2024-01-01 14:00:00,218.74620224254403,842.0677012390555,0.4179010061526655,0.3480130308531879,0.27260543495397127,0.16632535651652658,0.0918140532283785,0.14312516506324136,0.022082271515278834,1022.687001852978
2024-01-01 15:00:00,220.3799363430545,843.4174096371665,0.4372841227852635,0.3566392507154644,0.28835161998998526,0.1649389780424685,0.10054475832276391,0.14574198841652236,0.026587237461051638,1016.0117884807923
2024-01-01 16:00:00,225.27501106939465,845.2570794935193,0.4657869736849514,0.34933741028621274,0.28521573860295607,0.15455987443470887,0.09104295395378892,0.13652162849626906,0.015115150390800152,1015.0479416980453
2024-01-01 17:00:00,225.22699275134573,849.2259367865297,0.482617395774287,0.3561530207915,0.2964491408628335,0.1334054901386878,0.08445442403141899,0.14199696091983718,0.026618083876963676,1016.8519246221266
2024-01-01 18:00:00,227.86068335180354,846.9325340127309,0.4802625405433436,0.3513423351883545,0.29587803005284313,0.14792139418738987,0.09102439146372104,0.14765620161609566,0.024684956672209407,1016.7871303293224
2024-01-01 19:00:00,223.3486250025762,843.8180372244484,0.48320079067200705,0.3412310903369982,0.2832791590696373,0.17060936821801198,0.09594865385168148,0.1531890678889984,0.036978349070899925,1021.3208072093561
2024-01-01 20:00:00,219.1207939922729,847.2951259141026,0.47701447784214607,0.3316020606094662,0.28937581893265685,0.15191786230639584,0.08644677697200892,0.1451541983066862,0.036652684778087495,1026.0457818284553
2024-01-01 21:00:00,221.35697331226703,844.1172432159134,0.47406795148990233,0.34535072698897373,0.2823157850525961,0.16493511146114737,0.09240518390649735,0.1487504539262138,0.04551381880466141,1018.9631342571217
2024-01-01 22:00:00,219.67697811098927,847.2703332115454,0.4493675332202022,0.3383749320724014,0.2928696976943281,0.14569325152460144,0.09006308713503369,0.1472499738626207,0.025278384639995106,1025.8882809132062
2024-01-01 23:00:00,219.00343061383222,844.3053194667826,0.41235601796174787,0.32901392651187805,0.28727684717402696,0.1645620848481537,0.09247257998516717,0.15000565533297752,0.01905953348848077,1023.4893802445978
2024-01-02 00:00:00,216.608884493592,840.9608287135026,0.4433006381211031,0.32609772259418773,0.26431571674154053,0.17187804651113928,0.09420425513276465,0.14890204207755436,0.022037354700766273,1020.4922483908878
2024-01-02 01:00:00,217.57122253773144,842.6628403404544,0.4256267426746127,0.3302778384473722,0.2806118965170161,0.17124640444399863,0.09235025570580947,0.13530455072583547,0.02875846549702138,1016.0125779845919
2024-01-02 02:00:00,214.75657724264912,842.1473168599847,0.40653659835237776,0.33067540071924634,0.28059182577504443,0.16606202128774805,0.09391228831083943,0.14774189313554914,0.03534802094764253,1018.35150700431
2024-01-02 03:00:00,215.53888887450836,841.4789710393886,0.39590931910075317,0.33670551036518315,0.2704877352081737,0.16912741998873398,0.09796659278917519,0.14883809561974218,0.0312785954282558,1024.0489198119437
2024-01-02 04:00:00,216.36838890742558,841.1834165260041,0.4109572920653851,0.3623601368079605,0.27517917932992214,0.16738399202170245,0.09334683749166653,0.15531681377385,0.02942230157115787,1016.9482457913249
2024-01-02 05:00:00,215.59569294151342,837.5160290766449,0.4315970313625665,0.3655426107613561,0.24503232726190283,0.1701153307028504,0.10069675055465509,0.15692362864791154,0.03566799555301875,1019.0212779883403
2024-01-02 06:00:00,213.2017556087659,835.3703900463562,0.4081958905433612,0.37042130617846364,0.23532381938746508,0.16046472633726386,0.10101243860897204,0.15796996731852375,0.060628197624440106,1020.5376217668855
2024-01-02 07:00:00,214.84325423277375,835.5510796681016,0.39035742226198455,0.37425990035284523,0.23415038941996816,0.160948172787937,0.10076656327776798,0.1641050572667593,0.05508999129529083,1014.232758427678
2024-01-02 08:00:00,211.66132335127884,834.5416908287298,0.3634612544619672,0.3621281985890482,0.23009123379888105,0.15231730186567824,0.10490226215811835,0.161050945033266,0.047221943333484,1014.0169316579525
2024-01-02 09:00:00,213.8619375822202,831.4165924567803,0.35112672086168045,0.36981638534587985,0.2005711487776026,0.14161311620462683,0.10523156130699866,0.16208326731088757,0.03504905384854136,1014.7629692093141
2024-01-02 10:00:00,212.35229093132563,832.4647502796872,0.406178000832888,0.3724976907212116,0.2089427245945046,0.14176939670867528,0.10565364273938957,0.15772538976689726,0.050904183220693136,1017.5807280541568
2024-01-02 11:00:00,212.34523591153135,835.6273017939415,0.4141278177901391,0.3683662318721856,0.23886217007826882,0.15992463912783486,0.10170768246955517,0.1571410844963228,0.043823626477345654,1016.0077905481645
2024-01-02 12:00:00,210.04625772939178,838.4762904547391,0.39856032972260874,0.37356385631820993,0.2512057387518713,0.1649377193295523,0.09299278833543376,0.15034786928159175,0.050058645418185846,1021.3310256370189
2024-01-02 13:00:00,212.22418034039038,834.3408960282278,0.4089580138979305,0.37341521475127215,0.22395758777659666,0.15837617363746231,0.10048979496685456,0.15965843276851308,0.05261624263058476,1022.4608387352475
2024-01-02 14:00:00,210.90237460971997,834.9252221279046,0.4237312905760798,0.3476429186316771,0.22331401729275932,0.15695954410429097,0.10291520168084924,0.15944513495891863,0.05679621035332195,1017.6969531715856
2024-01-02 15:00:00,211.43563072444698,832.7923378546697,0.4017479422413173,0.3422259604650843,0.21117005929236296,0.14758633807135382,0.10314266431371302,0.1681990896359738,0.041700453622941516,1021.9224599213412
2024-01-02 16:00:00,212.7588935801545,829.5570460577791,0.3763927482563305,0.33980548119934467,0.17339086773789397,0.12381169087271585,0.10846856496809375,0.17125749977631366,0.045450705355494024,1017.1377544642427
2024-01-02 17:00:00,213.96809553828518,827.7262216000794,0.3840140873743437,0.3370949566635737,0.14874514330460076,0.10309596462112602,0.11197694181776933,0.16937744365093502,0.05346274962171327,1019.8775042968309
2024-01-02 18:00:00,212.27746498905165,824.1645689158956,0.3692583033609066,0.3422646352295071,0.08979944420131637,0.06286607957859422,0.11156752789738904,0.1757046128047035,0.04240130842673717,1024.5270666857955
2024-01-02 19:00:00,213.1052627776229,820.0,0.39225403225426136,0.34265228722410057,-0.0022166047355130637,0.009094755647966437,0.1220440216195882,0.1721547062503987,0.05370625386132881,1016.2888253156559
