timestamp,fouling_resistance,preheat_outlet_temp,fuel_gas_flow,furnace_duty,specific_energy,co2_emissions,cleaning_needed_within_24h,cleaning_needed_within_48h,is_cleaning_event
2024-01-01 00:00:00,5.1157209911551145e-05,244.78895634481964,4.813479012226382,41.941704230565534,1.5036642364059822,8.472224254574238,0,0,0
2024-01-01 01:00:00,3.21978779730087e-05,243.88087976009152,4.797167611750368,42.11514689777528,1.4817633925755491,8.507259673350609,0,0,0
2024-01-01 02:00:00,0.0,247.32696788798916,4.731246660235356,41.268503155627094,1.5045181596534072,8.336237637436673,0,0,0
2024-01-01 03:00:00,2.808777928080676e-05,245.19621449681287,4.739937093530078,41.72339671161771,1.472260748790321,8.428126135746778,0,0,0
2024-01-01 04:00:00,0.0,244.4823152889178,4.762379060280686,41.97338639352437,1.4501536376580533,8.478624051491924,0,0,0
2024-01-01 05:00:00,0.0,243.3141228986983,4.838278777730205,42.473451398391276,1.459179709629209,8.579637182475038,0,0,0
2024-01-01 06:00:00,0.0,244.25011303709886,4.816348549100305,41.929519639342885,1.4875522662270468,8.469762967147263,0,0,0
2024-01-01 07:00:00,0.0,244.03158513461926,4.827631392883493,42.34149280194106,1.4794433262528797,8.552981545992095,0,0,0
2024-01-01 08:00:00,0.0,245.10819649435865,4.7790903661861615,42.07230864878321,1.4877844793356234,8.49860634705421,0,0,0
2024-01-01 09:00:00,0.00011833003348282528,245.37371878746112,4.795323575656727,41.59264060812203,1.5029538315594397,8.40171340284065,0,0,0
2024-01-01 10:00:00,6.346848936904451e-05,244.72326962068576,4.833443734035028,42.180559327541204,1.5008416680723686,8.520472984163323,0,0,0
2024-01-01 11:00:00,1.8957240511022473e-05,245.87024390682643,4.777310985643666,41.854535878716334,1.4865030991381125,8.4546162475007,0,0,0
2024-01-01 12:00:00,1.261368771145941e-05,244.8605060168975,4.7917142302092595,42.11153980372897,1.4639984656852674,8.506531040353252,0,0,0
2024-01-01 13:00:00,0.00011180740754352075,244.47927024286236,4.833128267238764,42.22919748455028,1.494666803972309,8.530297891879158,0,0,0
2024-01-01 14:00:00,8.337190561178746e-05,244.96580329921935,4.7774108773691575,42.00530558252296,1.4921024027999847,8.485071727669638,0,0,0
2024-01-01 15:00:00,6.076874980835683e-05,244.07546585683943,4.820942636817432,42.424093428016704,1.498498071551596,8.569666872459374,0,0,0
2024-01-01 16:00:00,0.00011582617341274042,244.3177859970237,4.834437551341021,41.860609784593386,1.5175372714919213,8.455843176487864,0,0,0
2024-01-01 17:00:00,0.0,245.5994598805806,4.82696630579967,41.76208668241751,1.4820892862621418,8.435941509848337,0,0,0
2024-01-01 18:00:00,5.591309603109607e-05,243.4294278356856,4.830123600190645,42.59173037039426,1.483152775048894,8.603529534819641,0,0,0
2024-01-01 19:00:00,0.0001405254022351502,243.57613390486108,4.84193978875742,42.898946897354605,1.5259090072389128,8.665587273265631,0,0,0
2024-01-01 20:00:00,3.0565282725904337e-05,243.9235852697954,4.846667492122207,42.72732906406928,1.512710711230198,8.630920470941994,0,0,0
2024-01-01 21:00:00,5.978952604884983e-05,244.49064009263805,4.846046710621592,42.47763845356316,1.5045266097383512,8.580482967619758,0,0,0
2024-01-01 22:00:00,1.3240977688168257e-05,244.8045173465257,4.819531736308786,42.77660128224469,1.5021803571134968,8.640873459013427,0,0,0
2024-01-01 23:00:00,0.00010048485256912638,242.87856029226577,4.877080569098127,43.18921139037796,1.4709655304803448,8.72422070085635,0,0,0
2024-01-02 00:00:00,0.0,245.4280094589647,4.824051681680522,42.08368337170373,1.4869947742578102,8.500904041084153,0,0,0
