sample_time,result_time,naphtha_final_boiling_point,kerosene_flash_point,gasoil_cetane_index,residue_viscosity,sulfur_content
2024-01-01 00:00:00,2024-01-01 04:00:00,173.10702269239275,50.759932599540306,46.11498253407438,419.77624267078636,2.0452792484732387
2024-01-01 08:00:00,2024-01-01 12:00:00,172.96854108093865,49.30672735890114,46.21192885230792,422.3708974613688,1.8939290261732058
2024-01-01 16:00:00,2024-01-01 20:00:00,172.2214145507695,47.84935199847115,45.828881575130225,421.86341724105955,2.1187171895312793
2024-01-02 00:00:00,2024-01-02 04:00:00,173.0239979322671,48.68417589906148,45.56245272294464,430.98528955283285,2.051301797550936
2024-01-02 08:00:00,2024-01-02 12:00:00,172.4844793644554,49.118196066904126,46.02733059121806,425.89851213848954,2.1589831229368848
2024-01-02 16:00:00,2024-01-02 20:00:00,175.3479855815465,48.53092457639377,46.347094461030174,416.76988669393705,2.1287437004941285
2024-01-03 00:00:00,2024-01-03 04:00:00,173.04689830991424,49.89003589664223,44.699874376886115,420.2112259258362,2.188389562294093
2024-01-03 08:00:00,2024-01-03 12:00:00,173.97757747471485,49.0434075280306,45.519817554922916,419.0428724361848,2.205788818837699
2024-01-03 16:00:00,2024-01-03 20:00:00,172.3449399584278,48.307239925106515,45.02106647717583,427.48701829903507,2.136566345424158
2024-01-04 00:00:00,2024-01-04 04:00:00,173.79001456604055,48.787612684691645,43.556168554682976,425.9165011565311,2.040943897180383
2024-01-04 08:00:00,2024-01-04 12:00:00,174.65091798146932,49.51556295612508,45.60623083503221,414.98262966044234,2.2114917596004413
2024-01-04 16:00:00,2024-01-04 20:00:00,173.56014375460708,48.52496691127604,44.46160574345004,419.0475071304926,2.156178197074411
2024-01-05 00:00:00,2024-01-05 04:00:00,173.03804351198482,49.55292064884656,45.23926790531901,427.00380543210497,2.108700460932163
2024-01-05 08:00:00,2024-01-05 12:00:00,173.38856307960384,48.1211796628818,44.555842252137765,427.50604551770573,2.040112450483409
2024-01-05 16:00:00,2024-01-05 20:00:00,172.81867699772553,49.454890185548685,45.78864478212445,434.659151195259,1.9398923707449411
2024-01-06 00:00:00,2024-01-06 04:00:00,173.19422564237155,50.20276810419548,45.14434887319274,415.9198971366719,2.1846995886120415
2024-01-06 08:00:00,2024-01-06 12:00:00,172.77626128337624,50.003617709701764,45.301638296708,414.54640240733465,1.9979012089566401
2024-01-06 16:00:00,2024-01-06 20:00:00,173.73064790858018,48.58334889930518,44.79333963469028,416.21768785840385,2.1047363963368158
2024-01-07 00:00:00,2024-01-07 04:00:00,173.46384033297906,50.01638699033427,45.072753887749904,430.5893446172547,1.8817701907088487
2024-01-07 08:00:00,2024-01-07 12:00:00,173.34921895195936,49.51094528700916,45.67606417577999,421.1203945367473,2.2912844594337725
